,Transaction Date,Post Date,Description,Category,Type,Amount,Memo
0,06/09/2024,06/10/2024,AIR TRANSAT SXJFY,Travel,Sale,-219.83,
1,06/09/2024,06/10/2024,AIR TRANSAT SXJFY,Travel,Sale,-2956.63,
2,06/08/2024,06/09/2024,COOPERS HAWK NAPERVILLE,Food & Drink,Sale,-7.38,
3,06/07/2024,06/09/2024,GLO NAIL LOUNGE,Personal,Sale,-65.0,
4,06/07/2024,06/09/2024,TST* JOJOS SHAKE BAR - N,Food & Drink,Sale,-7.65,
5,06/07/2024,06/07/2024,Payment Thank You - Web,,Payment,2000.0,
6,06/06/2024,06/07/2024,LinkedIn Pre P,Bills & Utilities,Sale,-69.99,
7,06/05/2024,06/06/2024,DD DOORDASH NICKSREDH,Food & Drink,Sale,-58.61,
8,06/03/2024,06/04/2024,CASEYS FOODS,Groceries,Sale,-27.88,
9,06/01/2024,06/03/2024,TRADER JOE S #,Groceries,Sale,-34.81,
10,06/02/2024,06/03/2024,CHIPOTLE ONLINE,Food & Drink,Sale,-255.34,
11,05/31/2024,06/02/2024,SHRED,Health & Wellness,Sale,-169.0,
12,05/29/2024,05/29/2024,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-182.56,
13,05/28/2024,05/28/2024,DD DOORDASH JIMMYJOHN,Food & Drink,Sale,-73.75,
14,05/26/2024,05/28/2024,EVEREVE - ,Shopping,Sale,-710.07,
15,05/26/2024,05/28/2024,LULULEMON NAPERVILLE,Shopping,Sale,-190.67,
16,05/26/2024,05/27/2024,KRISERS NAPERVILLE,Shopping,Sale,-117.42,
17,05/25/2024,05/26/2024,DD DOORDASH DASHMART,Food & Drink,Sale,-20.81,
18,05/24/2024,05/26/2024,SQ *SWEET HOME GELATO,Food & Drink,Sale,-22.03,
19,05/22/2024,05/24/2024,STARBUCKS STORE ,Food & Drink,Sale,-7.7,
20,05/23/2024,05/23/2024,UBER TRIP,Travel,Sale,-101.93,
21,05/23/2024,05/23/2024,UBER TRIP,Travel,Sale,-112.42,
22,05/21/2024,05/22/2024,SMALL SMILES LLC,Health & Wellness,Sale,-114.97,
23,05/20/2024,05/21/2024,TST* DEETTAS BAKERY,Food & Drink,Sale,-127.19,
24,05/20/2024,05/21/2024,RITUAL (RITUAL.COM),Groceries,Sale,-33.58,
25,05/18/2024,05/20/2024,FSP*BOUNCE HOUSES R US LL,Entertainment,Sale,-50.0,
26,05/18/2024,05/20/2024,TST* SPARROW COFFEE NAPER,Food & Drink,Sale,-14.35,
27,05/18/2024,05/19/2024,SP PARIS,Shopping,Sale,-503.85,
28,05/17/2024,05/19/2024,GLO NAIL LOUNGE,Personal,Sale,-65.0,
29,05/16/2024,05/17/2024,LONGEVITY SPA - NAPERV,Health & Wellness,Sale,-575.0,
30,05/13/2024,05/15/2024,LIL ANGELS PHOTOGRAPHY,Shopping,Sale,-80.81,
31,05/12/2024,05/14/2024,STARBUCKS STORE ,Food & Drink,Sale,-6.71,
32,05/11/2024,05/13/2024,THE GROWING PLACE NAPER,Home,Sale,-459.2,
33,05/12/2024,05/13/2024,WORLD MARKET ECOMM,Home,Sale,-68.95,
34,05/11/2024,05/13/2024,STARBUCKS STORE ,Food & Drink,Sale,-11.01,
35,05/12/2024,05/13/2024,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-67.43,
36,05/10/2024,05/10/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-122.74,
37,05/08/2024,05/08/2024,Payment Thank You - Web,,Payment,3500.0,
38,05/06/2024,05/08/2024,HOMEDEPOT.COM,Home,Sale,-59.94,
39,05/06/2024,05/07/2024,WORLD MARKET ECOMM,Home,Sale,-1018.21,
40,05/06/2024,05/07/2024,LinkedIn Pre ,Bills & Utilities,Sale,-69.99,
41,05/05/2024,05/06/2024,THE GROWING PLACE NAPER,Home,Sale,-614.8,
42,05/04/2024,05/06/2024,STARBUCKS STORE ,Food & Drink,Sale,-12.4,
43,05/03/2024,05/05/2024,GLO NAIL LOUNGE,Personal,Sale,-75.0,
44,05/03/2024,05/05/2024,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-58.4,
45,04/30/2024,05/01/2024,SHRED,Health & Wellness,Sale,-169.0,
46,04/27/2024,04/29/2024,PLAYROOM CAFE TWO LLC,Food & Drink,Sale,-21.86,
47,04/27/2024,04/28/2024,DD DOORDASH AURELIOSP,Food & Drink,Sale,-61.1,
48,04/27/2024,04/28/2024,DD DOORDASH CHICK-FIL,Food & Drink,Sale,-29.9,
49,04/27/2024,04/28/2024,DD DOORDASH JEWEL-OSC,Food & Drink,Sale,-29.47,
50,04/24/2024,04/25/2024,DD DOORDASH CHICK-FIL,Food & Drink,Sale,-29.9,
51,04/24/2024,04/25/2024,DD DOORDASH SWEETGREE,Food & Drink,Sale,-52.4,
52,04/20/2024,04/22/2024,PLAYROOM CAFE TWO LLC,Food & Drink,Sale,-2.16,
53,04/20/2024,04/22/2024,PLAYROOM CAFE TWO LLC,Food & Drink,Sale,-21.15,
54,04/21/2024,04/22/2024,TARGET ,Groceries,Sale,-453.88,
55,04/20/2024,04/22/2024,GLO NAIL LOUNGE,Personal,Sale,-65.0,
56,04/20/2024,04/21/2024,RITUAL (RITUAL.COM),Groceries,Sale,-33.58,
57,04/20/2024,04/21/2024,DD DOORDASH CHICK-FIL,Food & Drink,Sale,-58.39,
58,04/17/2024,04/19/2024,RESIDENCE INN VANCOUVE,Travel,Sale,-713.21,
59,04/18/2024,04/19/2024,UBER TRIP,Travel,Sale,-68.11,
60,04/17/2024,04/19/2024,HUDSON ST,Shopping,Sale,-20.17,
61,04/16/2024,04/18/2024,THE MORRISSEY,Food & Drink,Sale,-12.11,
62,04/16/2024,04/18/2024,STARBUCKS COFFEE #,Food & Drink,Sale,-10.6,
63,04/17/2024,04/18/2024,ROOT,Food & Drink,Sale,-14.83,
64,04/17/2024,04/18/2024,UBER CANADA/UBERTRIP,Travel,Sale,-46.75,
65,04/17/2024,04/18/2024,DD DOORDASH AURELIOSP,Food & Drink,Sale,-49.39,
66,04/15/2024,04/17/2024,STARBUCKS COFFEE #,Food & Drink,Sale,-10.64,
67,04/15/2024,04/16/2024,UBER CANADA/UBERTRIP,Travel,Sale,-4.44,
68,04/15/2024,04/16/2024,UBER CANADA/UBERTRIP,Travel,Sale,-29.66,
69,04/14/2024,04/16/2024,CARRY OUT CARRY ON T,Food & Drink,Sale,-11.65,
70,04/15/2024,04/16/2024,UBER* TRIP,Travel,Sale,-12.79,
71,04/15/2024,04/16/2024,SUSHI TENDO,Food & Drink,Sale,-49.6,
72,04/14/2024,04/15/2024,DD DOORDASH SWEETGREE,Food & Drink,Sale,-57.83,
73,04/14/2024,04/15/2024,UBER TRIP,Travel,Sale,-65.25,
74,04/13/2024,04/14/2024,DD DOORDASH CHICK-FIL,Food & Drink,Sale,-27.74,
75,04/11/2024,04/11/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-66.9,
76,04/10/2024,04/11/2024,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-183.0,
77,04/08/2024,04/08/2024,Payment Thank You - Web,,Payment,3000.0,
78,04/06/2024,04/08/2024,STARBUCKS STORE ,Food & Drink,Sale,-2.12,
79,04/06/2024,04/08/2024,STARBUCKS STORE ,Food & Drink,Sale,-19.54,
80,04/05/2024,04/07/2024,SHRED,Health & Wellness,Sale,-8.0,
81,04/05/2024,04/07/2024,DD DOORDASH SWEETGREE,Food & Drink,Sale,-57.83,
82,04/06/2024,04/07/2024,LinkedIn Pre ,Bills & Utilities,Sale,-69.99,
83,04/06/2024,04/07/2024,CASEYS FOODS,Groceries,Sale,-50.63,
84,04/04/2024,04/05/2024,TST* SPARROW COFFEE NAPER,Food & Drink,Sale,-12.15,
85,04/01/2024,04/02/2024,TST* SPARROW COFFEE NAPER,Food & Drink,Sale,-14.35,
86,03/31/2024,04/02/2024,TST* SPARROW COFFEE NAPER,Food & Drink,Sale,-4.38,
87,03/31/2024,04/01/2024,SHRED,Health & Wellness,Sale,-169.0,
88,03/31/2024,04/01/2024,WHOLEFDS NPV ,Groceries,Sale,-115.09,
89,03/29/2024,03/31/2024,GLO NAIL LOUNGE,Personal,Sale,-130.0,
90,03/23/2024,03/25/2024,STARBUCKS STORE ,Food & Drink,Sale,-19.76,
91,03/22/2024,03/24/2024,CL *Chase Travel,Travel,Sale,-1953.25,
92,03/21/2024,03/22/2024,DD DOORDASH SWEETGREE,Food & Drink,Sale,-63.14,
93,03/21/2024,03/22/2024,RITUAL (RITUAL.COM),Groceries,Sale,-33.58,
94,03/19/2024,03/20/2024,SQ *LASERAWAY NAPERVILLE,Personal,Sale,-44.77,
95,03/17/2024,03/19/2024,STARBUCKS STORE ,Food & Drink,Sale,-19.65,
96,03/15/2024,03/18/2024,DD DOORDASH CHICK-FIL,Food & Drink,Sale,-49.63,
97,03/16/2024,03/17/2024,SEPHORA NAPERVILLE,Shopping,Sale,-190.73,
98,03/16/2024,03/17/2024,SHRED,Health & Wellness,Sale,-8.0,
99,03/13/2024,03/15/2024,COURTYARD SANTA MONICA,Travel,Sale,-28.46,
100,03/13/2024,03/15/2024,COURTYARD SANTA MONICA,Travel,Sale,-13.23,
101,03/13/2024,03/15/2024,COURTYARD SANTA MONICA,Travel,Sale,-0.51,
102,03/13/2024,03/15/2024,LAX AIRP BGRILL BY BOA,Food & Drink,Sale,-20.62,
103,03/14/2024,03/15/2024,UBER TRIP,Travel,Sale,-90.78,
104,03/13/2024,03/14/2024,TARGET ,Shopping,Sale,-13.9,
105,03/12/2024,03/14/2024,COURTYARD SANTA MONICA,Travel,Sale,-19.09,
106,03/14/2024,03/14/2024,UBER TRIP,Travel,Sale,-61.28,
107,03/11/2024,03/13/2024,STARBUCKS B ORD,Food & Drink,Sale,-24.34,
108,03/11/2024,03/12/2024,UBER TRIP,Travel,Sale,-11.99,
109,03/10/2024,03/12/2024,DSW SPRINGBROOK PRAIRIE P,Shopping,Sale,-99.1,
110,03/11/2024,03/12/2024,UBER TRIP,Travel,Sale,-79.95,
111,03/11/2024,03/12/2024,UBER TRIP,Travel,Sale,-60.9,
112,03/11/2024,03/11/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-180.61,
113,03/10/2024,03/11/2024,WHOLEFDS NPV ,Groceries,Sale,-43.41,
114,03/09/2024,03/10/2024,LOFT MAIN ST PROMEN,Shopping,Sale,-201.96,
115,03/09/2024,03/10/2024,DD DOORDASH LAOSZECHU,Food & Drink,Sale,-130.43,
116,03/09/2024,03/10/2024,WALMART.COM,Shopping,Sale,-48.49,
117,03/08/2024,03/08/2024,Payment Thank You - Web,,Payment,11432.78,
118,03/06/2024,03/07/2024,LinkedIn Pre ,Bills & Utilities,Sale,-69.99,
119,03/04/2024,03/07/2024,AIR CAN* ,Travel,Sale,-30.05,
120,03/06/2024,03/07/2024,SHRED,Health & Wellness,Sale,-15.0,
121,03/04/2024,03/07/2024,BOOSTER JUICE #,Food & Drink,Sale,-10.0,
122,03/06/2024,03/06/2024,LE CHOCOLAT DU BOUCHARD,Food & Drink,Sale,-56.64,
123,03/04/2024,03/06/2024,CHICAGO O'HARE INTERNA,Home,Sale,-7.0,
124,03/04/2024,03/05/2024,COCA COLA BRAMPTON ON,Food & Drink,Sale,-2.95,
125,03/04/2024,03/05/2024,AIR CANADA ,Travel,Sale,-30.0,
126,03/04/2024,03/05/2024,HUDSONNEWS ST,Shopping,Sale,-18.1,
127,03/02/2024,03/04/2024,STARBUCKS T MAIN ORD,Food & Drink,Sale,-21.67,
128,03/01/2024,03/03/2024,AIR CANADA ,Travel,Sale,-52.8,
129,03/01/2024,03/03/2024,AIR CANADA ,Travel,Sale,-52.8,
130,02/29/2024,03/01/2024,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-206.5,
131,02/29/2024,03/01/2024,SHRED,Health & Wellness,Sale,-169.0,
132,02/25/2024,02/27/2024,STARBUCKS STORE ,Food & Drink,Sale,-14.65,
133,02/26/2024,02/27/2024,DD DOORDASH SWEETGREE,Food & Drink,Sale,-63.14,
134,02/25/2024,02/26/2024,WHOLEFDS NPV ,Groceries,Sale,-20.33,
135,02/25/2024,02/26/2024,DD DOORDASH LAZYDOG,Food & Drink,Sale,-57.3,
136,02/24/2024,02/25/2024,DD DOORDASH AURELIOSP,Food & Drink,Sale,-52.23,
137,02/20/2024,02/21/2024,RITUAL (RITUAL.COM),Groceries,Sale,-33.58,
138,02/19/2024,02/20/2024,GLO NAIL LOUNGE,Personal,Sale,-120.0,
139,02/15/2024,02/16/2024,DD DOORDASH SWEETGREE,Food & Drink,Sale,-75.19,
140,02/14/2024,02/14/2024,MED*ABC PEDIATRICS LTD,Health & Wellness,Sale,-30.0,
141,02/11/2024,02/13/2024,STARBUCKS STORE ,Food & Drink,Sale,-17.1,
142,02/11/2024,02/12/2024,DD DOORDASH JEWEL-OSC,Food & Drink,Sale,-19.8,
143,02/11/2024,02/12/2024,DD DOORDASH LAZYDOG,Food & Drink,Sale,-75.86,
144,02/10/2024,02/12/2024,COURTYARD SANTA MONICA,Travel,Sale,-674.45,
145,02/11/2024,02/12/2024,CL *Chase Travel,Travel,Sale,-1143.2,
146,02/11/2024,02/11/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-186.03,
147,02/08/2024,02/09/2024,DD DOORDASH CURRITO,Food & Drink,Sale,-55.54,
148,02/08/2024,02/08/2024,AUTOMATIC PAYMENT - THANK,,Payment,414.23,
149,02/06/2024,02/07/2024,LinkedIn Pre ,Bills & Utilities,Sale,-69.99,
150,02/04/2024,02/05/2024,SEPHORA NAPERVILLE,Shopping,Sale,-113.14,
151,02/02/2024,02/04/2024,UBER TRIP,Travel,Sale,-92.72,
152,02/01/2024,02/04/2024,TST* N STATE-COFFEE K,Food & Drink,Sale,-3.92,
153,02/01/2024,02/02/2024,UBER TRIP,Travel,Sale,-12.78,
154,02/01/2024,02/02/2024,DD DOORDASH SWEETGREE,Food & Drink,Sale,-88.91,
155,02/01/2024,02/02/2024,UBER TRIP,Travel,Sale,-85.23,
156,01/31/2024,02/01/2024,SHRED NAPERVILLE,Health & Wellness,Sale,-169.0,
157,01/30/2024,01/31/2024,JAMES AND SONS - NAPERVIL,Shopping,Sale,-1635.48,
158,01/28/2024,01/30/2024,PLAYROOM CAFE TWO LLC,Food & Drink,Sale,-16.0,
159,01/26/2024,01/28/2024,HUGOS FROG BAR &amp; FISH HOU,Food & Drink,Sale,-308.5,
160,01/21/2024,01/22/2024,GLO NAIL LOUNGE,Personal,Sale,-65.0,
161,01/20/2024,01/22/2024,STARBUCKS STORE ,Food & Drink,Sale,-2.88,
162,01/20/2024,01/22/2024,STARBUCKS STORE ,Food & Drink,Sale,-16.61,
163,01/20/2024,01/22/2024,TARGET ,Groceries,Sale,-112.1,
164,01/18/2024,01/21/2024,UNITED ,Travel,Sale,-45.0,
165,01/18/2024,01/21/2024,VendingCustomerService.co,Shopping,Sale,-7.71,
166,01/18/2024,01/21/2024,COURTYARD BY MARRIOTT,Travel,Sale,-664.14,
167,01/19/2024,01/21/2024,UBER TRIP,Travel,Sale,-52.46,
168,01/18/2024,01/21/2024,STARBUCKS A/B CON ,Food & Drink,Sale,-23.31,
169,01/18/2024,01/21/2024,UNITED ,Travel,Sale,-35.0,
170,01/18/2024,01/21/2024,UNITED ,Travel,Sale,-276.1,
171,01/18/2024,01/19/2024,UBER TRIP,Travel,Sale,-31.93,
172,01/16/2024,01/18/2024,CIAO T C ORD,Food & Drink,Sale,-22.38,
173,01/16/2024,01/17/2024,UBER TRIP,Travel,Sale,-79.37,
174,01/15/2024,01/16/2024,CASEYS FOODS,Groceries,Sale,-23.32,
175,01/14/2024,01/16/2024,MICHAELS STORES ,Shopping,Sale,-26.36,
176,01/14/2024,01/16/2024,UNITED ,Travel,Sale,-89.0,
177,01/14/2024,01/15/2024,SHRED NAPERVILLE,Health & Wellness,Sale,-35.0,
178,01/14/2024,01/15/2024,DD DOORDASH SUSHINAPE,Food & Drink,Sale,-146.39,
179,01/13/2024,01/15/2024,SHELL OIL ,Gas,Sale,-32.07,
180,01/14/2024,01/15/2024,KIDSNIPS,Personal,Sale,-33.0,
181,01/11/2024,01/12/2024,LONGEVITY SPA - NAPERV,Health & Wellness,Sale,-1140.0,
182,01/12/2024,01/12/2024,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-184.6,
183,01/11/2024,01/11/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-158.38,
184,01/08/2024,01/08/2024,Payment Thank You - Web,,Payment,4000.0,
185,01/05/2024,01/07/2024,GLO NAIL LOUNGE,Personal,Sale,-140.0,
186,01/06/2024,01/07/2024,LinkedIn Pre ,Bills & Utilities,Sale,-69.99,
187,01/01/2024,01/03/2024,SHRED NAPERVILLE,Health & Wellness,Sale,-139.0,
188,12/30/2023,01/01/2024,GLO NAIL LOUNGE,Personal,Sale,-65.0,
189,12/31/2023,01/01/2024,RITUAL (RITUAL.COM),Groceries,Sale,-39.68,
190,12/29/2023,12/31/2023,USPS PO ,Shopping,Sale,-50.5,
191,12/27/2023,12/28/2023,ILSOS NAPERVILLE DRIVE,Bills & Utilities,Sale,-31.0,
192,12/27/2023,12/28/2023,AT* MORTONARBORETUM,Gifts & Donations,Sale,-34.0,
193,12/23/2023,12/24/2023,CL *Chase Travel,Travel,Sale,-413.8,
194,12/23/2023,12/24/2023,CASEYS FOODS,Groceries,Sale,-63.02,
195,12/23/2023,12/24/2023,DOLLAR TREE,Shopping,Sale,-26.94,
196,12/21/2023,12/22/2023,BDSMONGOLIANGRILL,Food & Drink,Return,41.52,
197,12/20/2023,12/21/2023,BDSMONGOLIANGRILL,Food & Drink,Sale,-80.93,
198,12/19/2023,12/20/2023,AT* MORTONARBORETUM,Gifts & Donations,Sale,-139.0,
199,12/18/2023,12/18/2023,PERSONALIZATION MALL,Shopping,Sale,-36.56,
200,12/15/2023,12/17/2023,HUDSON ST,Shopping,Sale,-18.23,
201,12/14/2023,12/17/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-2.22,
202,12/15/2023,12/17/2023,WIFIONBOARD AIR CANADA,Bills & Utilities,Sale,-9.22,
203,12/15/2023,12/17/2023,HUDSON ST,Shopping,Sale,-18.4,
204,12/14/2023,12/17/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-8.78,
205,12/15/2023,12/17/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-2.23,
206,12/15/2023,12/17/2023,UBER CANADA/UBERTRIP,Travel,Sale,-5.88,
207,12/14/2023,12/17/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-9.73,
208,12/15/2023,12/17/2023,UBER TRIP,Travel,Sale,-10.45,
209,12/15/2023,12/17/2023,HYATT HOTELS,Travel,Sale,-361.39,
210,12/15/2023,12/17/2023,CANUCKS BAR AND GRILL,Food & Drink,Sale,-17.67,
211,12/15/2023,12/17/2023,UBER CANADA/UBERTRIP,Travel,Sale,-24.7,
212,12/15/2023,12/17/2023,WIFIONBOARD AIR CANADA,Bills & Utilities,Sale,-4.9,
213,12/16/2023,12/17/2023,UBER TRIP,Travel,Sale,-89.98,
214,12/15/2023,12/17/2023,UBER CANADA/UBERTRIP,Travel,Sale,-39.21,
215,12/14/2023,12/15/2023,UBER CANADA/UBERTRIP,Travel,Sale,-12.16,
216,12/14/2023,12/15/2023,UBER CANADA/UBERTRIP,Travel,Sale,-14.79,
217,12/13/2023,12/15/2023,HYATT VANCOUVER-STARBUCKS,Travel,Sale,-10.23,
218,12/14/2023,12/15/2023,UBER* TRIP,Travel,Sale,-2.22,
219,12/13/2023,12/14/2023,UBER CANADA/UBERTRIP,Travel,Sale,-13.77,
220,12/12/2023,12/14/2023,STARBUCKS B ORD,Food & Drink,Sale,-25.0,
221,12/12/2023,12/14/2023,STARBUCKS B ORD,Food & Drink,Sale,-23.28,
222,12/13/2023,12/14/2023,UBER CANADA/UBERTRIP,Travel,Sale,-27.11,
223,12/12/2023,12/13/2023,UBER TRIP,Travel,Sale,-5.0,
224,12/12/2023,12/13/2023,UBER TRIP,Travel,Sale,-85.04,
225,12/13/2023,12/13/2023,UBER* TRIP,Travel,Sale,-13.2,
